py_name,kr_name,jp_name,teacher,bio,birth_date,death_date,display_birth_date,display_death_date,works,links
Yungai Zhiyuan,,,Shishuang Qingzhu,,,,840,910,,https://www.bowzwestchester.org/p/characters.html
Caoshan,Cho Sahn,Sozan Honjaku,Dongshan Liangjie,"Caoshan and his teacher, Dongshan, are the co-founders of the Caodong (Soto) School. Caoshan was born in Putian in Quanzhou, Fujian Province to the Huang family. In his youth he studied Confucianism. He left home at 19 and entered the Linji Monastery in Futang, Fuzhou. At age 25, he became a monk and, soon after, student of Dongshan Liangjie , whom he met at Dong Mountain. After several years and after receiving Dharma transmission, he left his master and, in Fuzhou, founded a new monastery, which he named Caoshan (Mount Cao), in honor of the Sixth Patriarch Huineng , whose monastery was called Caoxi (Cao Stream). In teaching, he used Dongshan's wuwei system (five ranks, relations), which helped to spread it and to separate the teaching style of the Caodong School from others. He had 14 enlightened students, of whom the most outstanding was Yunju Daoying (830-902), who is however considered a student of Dongshan.
<br>Appears in: GG10, BOS52, BOS73",840,901,840,901,,https://www.bowzwestchester.org/p/characters.html
Baizhao Zhiyuan,,,Gantan Ziguo,,,,840,910,,https://www.bowzwestchester.org/p/characters.html
Qingping Lingzun,,Seihei Reijun,Cuiwei Wuxue,"Referenced in Case 71 of the True Dharma Eye. Zen master Lingzun of Mount Qingping [Faxi] asked his teacher, Cuiwei, ""What is the exact meaning of the Bodhidharma's coming from India?"" Cuiwei said, ""I will tell you when no one is around."" After a while Qingping said, ""There is no one now. Please tell me, Master."" Cuiwei got down from the meditation platform and took Qingping into a bamboo yard. Qingping said again, ""There is no one here. Please tell me."" Pointing to bamboo, Cuiwei said, ""This bamboo is tall just as it is. That bamboo is short just as it is.""",845,919,845,919,,https://www.bowzwestchester.org/p/characters.htm
Gyuto,,Gyuto,Touzi Datong,,,,850,930,,
Yanyang Shanxin,,Genyo Zenshin,Zhaozhou Congshen,"The venerable Yanyang asked Chao Chou, ""What is it like when not bringing a single thing?"" Chou said, ""Put it down."" Yen Yang said, ""Since not a single thing is brought,
put what down?"" Chou said, ""If you can't put it down, pick it up."" At these words, Yanyang was greatly enlightened.",,,850,920,,http://www3.telus.net/public/sarlo/Oshobob/Yanyang-Shanxin.htm
Nanta Guangyong,,,Yangshan Huichi,,850,938,850,938,,https://www.bowzwestchester.org/p/characters.html
Xita Guangmu,,,Yangshan Huichi,,,,850,920,,https://www.bowzwestchester.org/p/characters.html
Jiufeng Daoqian,,Kyuho Doken,Shishuang Qingzhu,"He came from ancient Fuzhou. He became personal attendant to Shishuang Q. After Shishuang's death, at the invitation of the other monks, Jiufeng became abbott Shishuang's monastery. He later moved to Jiufeng (""Nine peaks"") in Ruizhou, near modern Gao'an, Jiangxi. During his later years he lived at Shimen, where he had many students. Finally, he moved to Letan and died there.
<br>Appears in: BOS96, BOS66",,923,850,923,,https://www.bowzwestchester.org/p/characters.html
Changqing Huileng,Jang Gyeong,Chokei Eryo,Xuefeng Yicun,"Changqing came from Yanzhou (southwest of today's Haining city in Zhejiang province). He joined the Tongxuan monastery at age 13 and then practiced for some time with several Chan masters. Around 879 he studied with master Xiyuan Siming in Fujian, then he was a disciple of Lingyun Zhiqin - then began to have serious doubts about his Chan practice. Later he became a student of Xuefeng Yicun (822 - 902) in Fuzhou. He had great difficulty with Chan practice and seemed to be making no progress. Tradition holds that he wore out seven meditation cushions. Xuefeng provided Changqing with ""the medicine a horse doctor uses to bring a dead horse alive again.” He instructed Changqing to practice meditation in the hall as if he were a ""dead tree stump.” Changqing followed this practice for two and a half years. When he could no longer sit, he went to the monastery garden. late one night, after others had gone to bed, he rolled up a bamboo screen and his eye fell upon the light of a lantern. At that moment he woke up. Changqing was with Xuefeng for 29 years. Then, in 908, the governor of Fuzhou, Wang Yanbin, invited Changqing to become abbot of the Changqing Monastery. He served in that capacity for 20 years. He had 1,500 students and 26 of them achieved enlightenment.
<br>Appears in: BCR8/BOS71, BCR22/BOS24, BCR23, BCR74, BCR76, BCR93, BCR95.",854,932,854,932,,https://www.bowzwestchester.org/p/characters.html
Luoshan Daoxian,,Razan Dokan,Yantou Quanhuo,"He came from the former Changxi , now the city of Xiapu in prov. Fujian province. He left home to become a Buddhist monk and stayed first on Mount Gui (Mount Turtle). After ordination, he embarked on a journey visiting many teachers. He studied with Xuefeng Yicun before becoming a disciple and heir of Xuefeng's Dharma brother, Yantou. One day, feeling the approaching death, he climbed the platform and opened his left hand. When no one understood, he ordered the monks on the eastern side to leave. Then he opened his right hand. Still no one understood, and he ordered the monks on the western side to leave. With only lay folk left, he said, ""If you want to express your gratitude for the Buddha's goodness for you, you can not be too serious in promoting great teaching. Now, get out! Take care!"" He laughed and died.
<br>Appears in: BOS43",,,860,930,,http://www3.telus.net/public/sarlo/Oshobob/Luoshan-Daoxian.htm
Xiyuan Siming,Seo Won Su Myeong,Saiin Shimyo,Baoshou Yanzhao,"""He lived and taught in Ruzhou. Little is recorded about Xiyuan in the main lamp records"" (Ferguson).
Appears in BCR98",,,860,930,,https://www.bowzwestchester.org/p/characters.html
Nanyuan Huiyong,,,Xinghua Cunjiang,,860,930,860,930,,https://www.bowzwestchester.org/p/characters.html
Tongan Daopi,,,Yunju Daoying,,,,860,930,,https://www.bowzwestchester.org/p/characters.html
Yunmen Wenyan,Un Mun,Ummon Bunen,Xuefeng Yicun,"Yunmen founded the Yunmen school, one of the five major Houses of Zen. The Yunmen school flourished into the early Song Dynasty, with particular influence on the upper classes, and eventually culminating in the compilation and writing of the Blue Cliff Record. The school would eventually be absorbed by the Linji school later in the Song.
<br>Appears in: BOS21, BCR34, BOS26, BCR22/BOS24, BCR88, BOS40, GG15, GG16, GG21, GG39, BCR6, BCR14, BCR15, BCR27, BCR39, BCR44, BCR50/BOS99, BCR54, BCR60, BCR62/BOS92, BCR77/BOS78, BCR83/BOS31, BCR86, BCR87, BOS11, BOS19, BOS82, BCR8",864,949,864,949,The Record of Yunmen,https://www.bowzwestchester.org/p/characters.html
"Luohan ""Dizang"" Guichen",,"Rakan ""Jizo"" Keichin",Xuansha Shibei,"Luohan came from ancient Changshan (located in what is now Zhejiang). Classical records say that from early childhood he could speak very well and would not eat meat. He was ordained at Wansui Temple, located in his home province, under a teacher named Wuxiang. At first he closely followed the teachings of the Vinaya, but later declared that just guarding against breaking the vows and adhering to the precepts did not equal true renunciation. He then set off to explore the teachings of the Zen school. He first studied with Xuefeng Yicun, but was unsuccessful at penetrating the Way. Xuefeng's disciple, Xuansha, brought Luohan to full awakening. Dogen praises Luohan for his saying, ""The tenzo enters the kitchen."" Luohan was also named after his temple, Dizang-yuan, named after the archtypal Bodhisattva. (aka Ksitigarbha, and, in Japan, Jizo; ""Earth Storehouse."")
<br>Appears in: BOS12, BOS20.",867,928,867,928,,https://www.bowzwestchester.org/p/characters.html
Baofu Congzhan,Bo Bok,Hofuku Juten,Xuefeng Yicun,"Baofu came from the Futang district in ancient Fuzhou (Fujian). At the age of fifteen he became a student of Xuefeng. Ordained at the age of eighteen at Dazhong Temple in his native city, he traveled to other areas in China before returning to become Xuefeng's attendant. In 918, Magistrate Wang of Zhangzhou honored the master's great reputation by building and supporting the Baofu Zen Monastery and inviting the master to become the abbot and teach there. The master lived at Baofu Temple only one year, and during that time not less than seven hundred students gathered there.
<br>Appears in: BCR76, BCR91/BOS25, BCR23, BCR95, BCR8/BOS71",,928,868,928,,https://www.bowzwestchester.org/p/characters.html
Cuiyan Lingcan,Chi Am,Suigan Reisan,Xuefeng Yicun,"Cuiyan came from ancient Anji (southwest of Xuzhou in modern Zhejiang). He lived and taught at Mt. Cuiyan in Mingzhou. One of the foremost students of Xuefeng, he attracted a large congregation of students from throughout China.
<br>Appears in BCR8/BOS71.",,,868,937,,https://www.bowzwestchester.org/p/characters.html
Taiyuan Fu,,,Xuefeng Yicun,,,,868,937,,https://www.bowzwestchester.org/p/characters.html
Jingqing,Gyeong Cheong,Kyosei Kyosho Dofu,Xuefeng Yicun,"<br>Appears in: BCR16, BCR23, BCR46",868,937,868,937,,https://www.bowzwestchester.org/p/characters.html
Zifu Rubao,Ja Bok,Shifuku Nyoho,Xita Guangmu,"Zifu taught at Zifu Temple in Jizhou. Little is recorded about Zifu's background.
<br>Appears in BCR33",,,870,940,,https://www.bowzwestchester.org/p/characters.html
Dalong Zhihong,Dae Ryong,Dairyo Chiko,Baizhao Zhiyuan,"Little known. ""Once a monk asked him, 'What is the Buddha?' Dalong said, 'That is you.' Another asked, 'What is subtlety?' Dalong said, 'The wind brings the murmuring of the stream to my pillow; /The moon casts the shadow of the hill at my bedside.' He seems to have been a man of poetic inclination"" (Sekida).
<br>Appears in BCR82",,,870,940,,https://www.bowzwestchester.org/p/characters.html
Fayan Wenyi,Poep An,Hogen Buneki,"Luohan ""Dizang"" Guichen","Fayan came from ancient Yuhang (near the city of Hangzhou). At the age of seven, he entered a monastery headed by a Zen master named Quanwei. Well educated and erudite as a young man, Fayan studied the Confucian classics. He was ordained at age 20 at Kaiyuan Temple in Yuezhou (now the city of Shaoxing in Zhejiang). He then proceeded to Maoshan, a seaport in Ye County of Zhejiang, where he studied under the Vinaya master Xijiao. Later, Fayan studied Zen under Changqing Huileng. Fayan is the founder of the ""House of Fayan"" -- one of the famed ""Five Houses of Zen.""
<br>Appears in: BOS20, GG26/BOS27, BCR7, BOS17, BOS51, BOS64, BOS74.",885,958,885,958,,https://www.bowzwestchester.org/p/characters.html
Mingzhao Deqian,Myeng Seo,Myosho Tokken,Luoshan Daoxian,"""He taught in ancient Wuzhou (now the city of Jinhua in Zhejiang Province) [for forty years]. In the Wudeng Huiyuan it is recorded that Mingzhao's quick and incisive Zen style led his contemporaries to fear his formidable skills in Dharma combat."" (Ferguson) ""Afterwards, when he was enlightened, Mingzhao did not stay in one spot, but went round the country converting all kinds of people."" (Osho)
<br>Appears in: BOS87, BCR48",,,890,960,,"http://www3.telus.net/public/sarlo/Oshobob/Mingzhao-Deqian.htm, 
https://terebess.hu/zen//mesterek/MingzhaoDeqian.html"
Wang Yanbin,,,Changqing Huileng,Was governor of Fuzhou,,,890,960,,https://www.bowzwestchester.org/p/characters.html
Zizhao,,,Changqing Huileng,<br>Appears in: BOS64,,,890,960,,https://www.bowzwestchester.org/p/characters.html
Tongan Guanzhi,,,Tongan Daopi,,,,890,960,,https://www.bowzwestchester.org/p/characters.html
Heshan Wuyin,Ko Sahn,Kasan Muin,Jiufeng Daoqian,<br>Appears in: BCR44,891,960,891,960,,https://www.bowzwestchester.org/p/characters.html
Tiantai Deshao,,,Fayan Wenyi,,891,972,891,972,,https://www.bowzwestchester.org/p/characters.html
"Qingxi ""Jinshan"" Hongjin",,"Seikei ""Shinsan"" Koshin","Luohan ""Dizang"" Guichen","He ""was the disciple of and head monk and attendant for Luohan [""Dizang""] Guichen. He first met his teacher when, with his friends Fayan and Xiushan, he sought shelter from a snowstorm at Dizang Temple. The initial story about Jinshan in the Wudeng Huiyuan does not follow the usual practice of describing the circumstances of his enlightenment. Instead, it contrasts Jinshan's understanding with that of his friend Xiushan, and it is Xiushan who comes to a realization"" (Ferguson).
Appears in BOS70",893,954,893,954,,https://www.bowzwestchester.org/p/characters.html
"Longji ""Xiushan"" Shaoxiu",,"Ryusai ""Shuzan"" Shoshu","Luohan ""Dizang"" Guichen","According to the Transmission of the Lamp, Longji's spiritual attainment was comparable with that of Fayan, and these two friends set off together from Dizang's temple on a pilgrimage.
<br>Appears in: BOS12, BOS17, BOS30, BOS70.",893,954,893,954,,https://www.bowzwestchester.org/p/characters.html
Baling Haojian,Pa Nung,Haryo Kokan,Yunmen Wenyan,"""The record of Baling's life is sketchy. He taught at Xinkai Temple in ancient Baling City in Yuezhou (now the city of Yueyang in Hunan Province)"" (Ferguson). ""His nickname 'Mouthy' was because of his eloquence"" (Cleary & Cleary).
Appears in: BCR13, BCR100",,,895,965,,https://www.bowzwestchester.org/p/characters.html
Fengxue Yanzhao,Pung Ho,Fuketsu Ensho,Nanyuan Huiyong,"""Fengxue came from ancient Yuzhou. He studied Confucianism as a youth and failed on his first attempt to pass the state civil exams. In disappointment, he left home and entered the Kaiyuan Monastery, where he received ordination under the Vinaya master Zhigong. He delved into the Lotus Sutra and practiced the zhiguan style of self-cultivation used in the Tiantai school. Fengxue traveled to broaden his understanding and studies. At the age of twenty-five, he studied with Zen master Jingqing Daofu. Still unsuccessful at uncovering the root of Zen, he continued his travels, and eventually studied under the rigorous Zen master Nanyuan Huiyong. He remained with Nanyuan for six years, finally awakening to the Way and becoming his teacher's Dharma heir. In 931, Fengxue traveled to Ruzhou, where he began teaching at the already old and dilapidated Fengxue Temple. There he derived his mountain name. News of Fengxue's ability spread, and before long Zen students gathered around him. The temple's poor physical condition was beyond repair, however, and in the year 951 Fengxue and his students moved to the newly built Guanghui Temple. Fengxue remained there as abbot for twenty-two years.
<br>Appears in: GG24, BCR38/BOS29, BCR61/BOS34",896,973,896,973,,https://www.bowzwestchester.org/p/characters.html
Bajiao Huiqing,Pa Cho,Basho Esei,Nanta Guangyong,"""He came from Korea. At the age of twenty-eight, he arrived at Mt. Yang in Yuanzhou (now Yichun City in Jiangxi Province) and began studying with Nanta. One day Nanta said to the assembled monks, ""All of you, if you are brave, come out from the womb and roar like a lion!” At these words, Bajiao gained enlightenment"" (Ferguson).
<br>Appears in GG44",,,900,970,,https://www.bowzwestchester.org/p/characters.html
Tianping Congyi,Choen Pyeong,Tempyo Jui,"Qingxi ""Jinshan"" Hongjin","""He lived and taught in Xiangzhou (a region near modern Anyang City in Hebei Province)"" (Ferguson). ""Taught at Mt. Tianping, Xiang Region (Henan)"" (Tanahashi).
<br>Appears in: BCR98",,,900,970,,https://www.bowzwestchester.org/p/characters.html
Xianglin Chengyuan,Hyang Rim,Kyorin Choon,Yunmen Wenyan,"""He came from the city of Mianzhu in Hanzhou (a location in Sichuan Province). As a youth, he entered Zhenxiang Monastery in Chengdu City. There, at the age of sixteen, he took his vows...After serving Yunmen for several years he returned to Chengdu to assume the abbacy of the Tianwang Monastery. In the year 964, he moved to the Xianglin Monastery on Mt. Chingcheng. There, he preached the Dharma in the style of the Yunmen school for more than twenty years"" (Ferguson).
<br>Appears in: BCR17",908,987,908,987,,https://www.bowzwestchester.org/p/characters.html
"Deshan ""Yuanming"" Yuanmi",Dok Sahn,Tokusan Emmitsu,Yunmen Wenyan,"""Almost nothing is recorded of this teacher's personal life in the ancient texts. He taught at Mt. De, located south of the modern city of Changde in Hunan Province. In BOS46, Wansong provides a brief introduction to this teacher, saying that of all of Yunmen's students, it was Deshan who developed the largest group of followers"" (Ferguson)
<br>Appears in: BOS46",908,987,908,987,,https://www.bowzwestchester.org/p/characters.html
"Guizong ""Huichao"" Cezhen",,,Fayan Wenyi,,,979,909,979,,https://www.bowzwestchester.org/p/characters.html
Fengxian Daoshen,,,Yunmen Wenyan,,,,910,980,,https://www.bowzwestchester.org/p/characters.html
Dongshan Shouchu,Dong Sahn,Tozan Shusho,Yunmen Wenyan,"He taught at Mt. Dong in ancient Xiangzhou in Hebei. (A different Dongshan -- Dongshan Liangjie -- taught in Jiangxi at a different Mt. Dong.)
When a monk asked him, 'What is Buddha?', he answered: 'Three pounds of flax.'
<br>Appears in: GG15, GG18/BCR12",910,990,910,990,,https://www.bowzwestchester.org/p/characters.html
Baoen Xuanze,,,Fayan Wenyi,,,,918,988,,https://www.bowzwestchester.org/p/characters.html
Baoci Xingyan,,,Fayan Wenyi,,,,918,988,,https://www.bowzwestchester.org/p/characters.html
Liangshan Yuanguan,,,Tongan Guanzhi,,,,920,990,,https://www.bowzwestchester.org/p/characters.html
Chongshou Qichou,,,Fayan Wenyi,,,992,922,992,,https://www.bowzwestchester.org/p/characters.html
Shoushan Xingian,Su Sahn,Shuzan Shonen,Fengxue Yanzhao,"""He came from ancient Laizhou (now in Ye County in Shandong Province). Shoushan is remembered for having concealed and carried on the Linji lineage during the turbulent end of the Tang dynasty. As a young man, he left home to live at Nanchan Temple, where he took the monk's vows. Later, as he roamed China, Shoushan daily chanted the Lotus Sutra and thus gained the nickname 'Nianfahua [""Chanting Lotus Sutra""].'...During the chaotic fall of the Tang dynasty, Shoushan ""covered his tracks and concealed his light,” coming forth again with the teaching only when conditions were appropriate. Then Shoushan began teaching in Ruzhou on the mountain from which he gained his name. He later served as abbot at the Guangjiao Monastery on Bao'an Mountain (located in modern Hebei Province)"" (Ferguson).
<br>Appears in GG43, BOS65, BOS76",926,993,926,993,,https://www.bowzwestchester.org/p/characters.html
Xingyang Qingrang,Hung Yang,Koyo Seijo,Bajiao Huiqing,"The Guiyang House, begun in 10th-11th generation by Guishan and Yangshan, petered out after the 14th gen. ""He lived and taught on Mt. Xingyang in ancient Ezhou (the modern Mt. Jing in Hubei Province). Although little is recorded about this teacher, he is notable as one of the last masters of the Guiyang school of Zen. Subsequently, the Guiyang school passed out of existence, although it was partially absorbed by the Linji tradition"" (Ferguson).
<br>Appears in: GG9",,,930,1000,,https://www.bowzwestchester.org/p/characters.html
Lianhua Fengxiang,,Renge Hosho,Fengxian Daoshen,"A.k.a. ""The Hermit of Lotus Flower Peak."" ""He lived on Lotus Flower Peak in the vicinity of Mt. Tiantai in Zhejiang Province"" (Ferguson). He ""was called by the name Sho. Rengeho (ren, lotus; ge, flower; ho, peak) is said to have been located at Taisan [Tiantai], in Shansi [Zhejiang] Province, where he built his cottage. He did not become the master of a fine large temple, but he had some disciples"" (Sekida). ""After enlightenment, before accepting a request to dwell in a monastery as the guide of a community, Chan adepts usually spent years travelling and/or living in seclusion or semi-seclusion, 'maturing the holy embryo.' Some, like Lianhua, remained in humble circumstances as hermits all their lives, though small groups of seekers would come to live near them and call on them for instruction. The saying in BCR25 was spoken by the hermit just before he died"" (Cleary & Cleary)
<br>Appears in: BCR25",,,936,1006,,https://www.bowzwestchester.org/p/characters.html
Dayang Jingxuan,,Taiyo Kyogen,Liangshan Yuanguan,"Came from ancient Jiangxia (now the city of Wuchang in Hubei Province); left lay life to enter Chongxiao Temple in Jinling where he studied under Zhitong; at age 19, after ordination, left Jinling and traveled widely throughout the country; studied under Yuanjiao; unsuccessful with Yuanjiao, continued travels and eventually met and studied under Liangshan; remained many years with Liangshan, realizing enlightenment; upon Liangshan's death, traveled to Mt. Dayang in Yingzhou (now the city of Jingshan in Hubei Province) where he met and studied with Huijian; upon Huijian's death, assumed the abbacy of the temple.
Dayang transmitted his dharma to Xingyan, the only student he had that he found worthy, but Xingyuan died before his teacher. With the Caodong school in serious decline and without a worthy heir, Dayang feared that the Caodong line would end with his death. Thus, Dayang took the unprecedented step of enlisting the assistance of Fushan Fayuan (Fuzan Hoen, 991-1067, 17th gen), an eminent teacher of the Linji lineage. In 1023, at age 80, Dayang entrusted to Fushan the Dharma transmission of the Caodong school. Dayang died four years later, and some years after that, Fushan encountered Touzi Yiqing, an exceptional young monk and worthy ""Dharma vessel."" Fushan transmitted to Touzi the heritage with which Dayang had entrusted him.
<br>Appears in: BOS89",943,1027,943,1027,,"https://terebess.hu/zen/mesterek/DayangJingxuan.html
https://www.bowzwestchester.org/p/characters.html"
Fenyang Shanzhao,,,Shoushan Xingian,,947,1024,947,1024,,"https://www.bowzwestchester.org/p/characters.html
https://www.drjameshenley.us/zen-buddhism-3/fenyang-shanzhao-wude.html"
Wenshu Yingzhen,,,"Deshan ""Yuanming"" Yuanmi",,,,950,1020,,https://www.bowzwestchester.org/p/characters.html
Shexian Guisheng,,,Shoushan Xingian,"A Dharma successor of Shoushan Xingian in the fifth generation after Linji, he was known for his strickness",950,1020,950,1020,,https://www.bowzwestchester.org/p/characters.html
Zhimen Guangzuo,Ji Mun,Chimon Koso,Xianglin Chengyuan,"<br>Appears in: BCR21, BCR90",,,950,1020,,https://www.bowzwestchester.org/p/characters.html
Xingyang Qingpou ,,Koyo Seibo,Dayang Jingxuan,"Heir to the Caodong Lineage but died without an heir before his master triggering Dayang's indirect transmission to Touzi
<br>Appears in: BOS44",,,968,1025,,https://www.bowzwestchester.org/p/characters.html
"Shishuang ""Zhiming"" Chuyuan",,,Fenyang Shanzhao,,987,1040,970,1040,,https://www.bowzwestchester.org/p/characters.html
Xuedou Chongxian,,Setcho Juken,Zhimen Guangzuo,"""Xuedou came from Suining (near the modern city of Tongnan in Sichuan Province). Born into a prominent and wealthy family, the young man possessed extraordinary skills as a scholar. Determined to leave secular life and enter the Buddhist priesthood, he entered the Pu'an Monastery in Yizhou (near modern Chengdu City), where he studied the Buddhist scriptures under a teacher named Renxian. Xuedou was recognized as an adept in both Buddhist and non-Buddhist disciplines. After receiving ordination he traveled to ancient Fuzhou (near the modern city of Tianmen in Hubei Province), where he studied under Zhimen Guangzuo. After five years Xuedou received Zhimen's seal as an heir of the Yunmen lineage. Xuedou later lived at the Lingyin Temple in Hangzhou and Cuifeng Temple in Suzhou before finally taking up residence on Mt. Xuedou (near modern Ningbo City in Zhejiang Province). Xuedou compiled the hundred k_ans that are the core of the Blue Cliff Record, the well-known Zen text later annotated by Zen master Yuanwu Keqin. Xuedou's grand style of teaching rejuvenated the Yunmen lineage. The prominent Zen master Tianyi Yihuai was among his eighty-four disciples."" (Andy Ferguson)
<br>Appears in: BOS26",980,1052,980,1052,The Blue Cliff Record (Complied and annotated),https://www.bowzwestchester.org/p/characters.html
Fushan Fayuan,,Fusan Hoen,Shexian Guisheng,"Dharma-heir of Shexian Guisheng, despite having been previously expelled from his assembly. He also saved the Caodong Lineage from extinction when Dayang Qingxuan was going to die without a Dharma-heir. Fushan was in complete accord with Dayang, but was unwilling to take on the responsibility of publicly proclaiming the Caodong style in addition to his Linji Lineage from Guisheng. However, he was able later to transmit the Soto Lineage from Dayang to his own student, Touzi Yiqing.",991,1067,991,1067,,https://www.bowzwestchester.org/p/characters.html
Tianyi Yihuai,,,Xuedou Chongxian,,993,1064,993,1064,,https://www.bowzwestchester.org/p/characters.html
Yangqi Fanghui,,,"Shishuang ""Zhiming"" Chuyuan",,993,1046,993,1046,,"https://www.bowzwestchester.org/p/characters.html
https://terebess.hu/zen/yangqi.html"
Huanglong Huinan,,,Shishuang Chuyuan,,1002,1069,1002,1069,,https://www.bowzwestchester.org/p/characters.html
Chengtian,,,Xuedou Chongxian,,,,1010,1080,,https://www.bowzwestchester.org/p/characters.html
Baiyun Shouduan,,,Yangqi Fanghui,,1025,1072,1010,1072,,https://www.bowzwestchester.org/p/characters.html
"Wuzu ""Qingyuan"" Fayan",Oh Jo,Goso Hoen,Baiyun Shouduan,"""He came from Baxi City in Mianzhou (now the city of Mianyang in Sichuan Province). A great transmitter of the Yangqi line of Linji Zen, Wuzu's teaching exerted profound influence on subsequent generations of Zen teachers and on wider Song dynasty society. Leaving home to become a monk at the relatively late age of thirty-five, he traveled to Chengdu to study the doctrines of the Consciousness-Only school of Buddhism. However, Wuzu was troubled by the proposition that when a bodhisattva enters the Way, wisdom and principle are eclipsed, and though environment and mind are reportedly realized as fully united, no evidence can be offered to affirm the truth of this unity. With this doubt in mind, Wuzu made inquiries to a Tripitaka master about the nature of knowledge. Wuzu then left to seek out a teacher [of the buddha mind doctrine]. Wuzu's arduous journey led him to seek out Zen masters Yuanzhao and Fushan Fayuan, but neither of these teachers brought Wuzu to a full awakening. Finally, he traveled to Baiyun Shouduan's temple where he attained enlightenment. Wuzu's fame as a teacher spread widely and students gathered from throughout China to study under him. He first taught at Simian Shan (""Four Face Mountain”), and then moved to Mt. Baiyun. Later he moved to the Dongchan (""East Zen”) Temple on Wuzu Mountain"" located near the site of the modern city of Huangmei in Hubei Province (Ferguson).
<br>Appears in: GG35, GG36, GG38, GG45",1024,1104,1024,1104,,https://www.bowzwestchester.org/p/characters.html
"Yunan ""Zhenjing"" Kewen",,,Huanglong Huinan,,1025,1102,1025,1102,,https://www.bowzwestchester.org/p/characters.html
Huitang,,,Huanglong Huinan,,1025,1100,1025,1100,,https://www.bowzwestchester.org/p/characters.html
Touzi Yiqing,,Tosu Gisei,Dayang Jingxuan,"In 1023, Dayang, age 80, entrusted to Fushan Fayuan (Fuzan Hoen, 991-1067, 17th gen), an eminent teacher of the Linji lineage, the Dharma transmission of the Caodong school. Dayang died four years later, and some years after that, Fushan encountered Touzi Yiqing, an exceptional young monk and worthy ""Dharma vessel."" Fushan transmitted the Caodong heritage to Touzi. Thus, Touzi ""was the Caodong Zen school Dharma heir, but not the direct student, of Dayang Jingxuan. He came from ancient Qingshe (near the modern city of Yanshi in Henan Province). According to the Wudeng Huiyuan, he left lay life at the age of seven to live at Miaoxiang Temple. Initially, he studied the ""hundred dharmas doctrine” of the Consciousness-Only school of Buddhism. One day he said, ""(This doctrine) is obscure and extensive. Of what advantage is all of this difficulty?” Later he undertook the practices of the Huayan school, but upon reading the words ""Mind is self-nature,” he had an insight, saying, ""Dharma is not found in the written word, and how can one speak of it?” He then went traveling to find and study under a Zen teacher."" (Ferguson)",1032,1083,1032,1083,Empty Valley Collection (Complied and annotated),https://www.bowzwestchester.org/p/characters.html
Kaifu Daoning,,,"Wuzu ""Qingyuan"" Fayan",,,1113,1043,1113,,https://www.bowzwestchester.org/p/characters.html
Furong Daokai,,,Touzi Yiqing,,1043,1118,1043,1118,,https://www.bowzwestchester.org/p/characters.html
Doushuai Congyue,To Sol,Tosotsu Juetsu,"Yunan ""Zhenjing"" Kewen","""He came from ancient Ganzhou (a place in modern Jiangxi Province). He resided and taught at Doushuai Monastery in Longxing Prefecture (now a district in Nanchang City)"" (Ferguson).
<br>Appears in: GG47",1044,1091,1044,1091,,https://www.bowzwestchester.org/p/characters.html
Sixin Wuxin,Sa Shim,Shishin Goshin,Huitang Zuxin,"He came from Shaozhou. According to a legend related in the Wudeng Huiyuan, Sixin was born with purple skin on his shoulders and right side, giving him the appearance of wearing a monk's robe. As a young man, he entered Fotuo (""Buddha”) Monastery where he gained ordination.
<br>Appears in: GG39",1044,1115,1044,1115,,https://www.bowzwestchester.org/p/characters.html
Lumen Zijue,,,Furong Daokai,,,1117,1057,1117,,
"Taiping ""Fojian"" Huiqin",,,"Wuzu ""Qingyuan"" Fayan",,1059,1117,1059,1117,,https://www.bowzwestchester.org/p/characters.html
"Yuanwu ""Foguo"" Keqin",,,"Wuzu ""Qingyuan"" Fayan",,1063,1135,1063,1135,The Blue Cliff Record,https://www.bowzwestchester.org/p/characters.html
Danxia Zichun,,Tanka Shijun,Furong Daokai,,1064,1117,1064,1117,,
Foyan Qingyuan,,Butsugen Seion,"Wuzu ""Qingyuan"" Fayan",,1067,1120,1067,1120,Instant Zen,https://www.bowzwestchester.org/p/characters.html
"Juefan ""Dehong” Huihong",,,"Yunan ""Zhenjing"" Kewen",,1071,1128,1071,1128,,https://www.bowzwestchester.org/p/characters.html
Huqiu Shaolong,,Kukyu Joryu,"Yuanwu ""Foguo"" Keqin",All surviving Linji Schools go through him,1077,1136,1077,1136,,https://terebess.hu/zen/mesterek/HuqiuShaolong.html
Yuean Shanguo,Weol Am,Gettan Zenka,Kaifu Daoning,<br>Appears in: GG8,1079,1152,1079,1152,,
Puzhao Yibian,,,Lumen Zijue,,1081,1146,1081,1146,,
